Order_ID,Order_Date,City,Category,Product,Quantity,Unit_Price,Discount,Gross_Sales,Net_Sales
ORD0293,2025-07-10,Mandsaur,Electronics,Smartphone,3,28544,0.1,85632,77068.8
ORD0294,2025-05-16,Bhopal,Clothing,Jacket,5,1704,0.1,8520,7668.0
ORD0295,2025-08-12,Bhopal,Furniture,Sofa,1,18098,0.15,18098,15383.3
ORD0296,2025-08-07,Jabalpur,Furniture,Bookshelf,1,2628,0.1,2628,2365.2
ORD0297,2025-02-23,Ujjain,Furniture,Office Chair,5,20563,0.05,102815,97674.25
ORD0298,2025-08-11,Mandsaur,Electronics,Smartphone,1,21373,0.1,21373,19235.7
ORD0299,2025-01-24,Mandsaur,Home & Kitchen,Bedsheet,5,5551,0.15,27755,23591.75
ORD0300,2025-07-21,Mandsaur,Clothing,Jeans,5,2423,0.0,12115,12115.0
ORD0301,2025-01-04,Gwalior,Furniture,Sofa,4,6236,0.1,24944,22449.6
ORD0302,2025-01-24,Bhopal,Furniture,Bookshelf,5,24425,0.05,122125,116018.75
ORD0303,2025-07-30,Mandsaur,Furniture,Table,3,12354,0.05,37062,35208.9
ORD0304,2025-01-19,Gwalior,Home & Kitchen,Mixer,4,1167,0.15,4668,3967.8
ORD0305,2025-09-08,Ujjain,Home & Kitchen,Cookware Set,1,1951,0.0,1951,1951.0
ORD0306,2025-07-17,Ujjain,Clothing,Jacket,3,2236,0.0,6708,6708.0
ORD0307,2025-12-25,Indore,Home & Kitchen,Water Bottle,3,2471,0.1,7413,6671.7
ORD0308,2025-04-17,Indore,Furniture,Sofa,5,9529,0.0,47645,47645.0
ORD0309,2025-02-04,Mandsaur,Furniture,Table,5,21504,0.0,107520,107520.0
ORD0310,2025-03-15,Gwalior,Furniture,Bookshelf,5,23636,0.0,118180,118180.0
ORD0311,2025-11-09,Ujjain,Home & Kitchen,Cookware Set,2,5036,0.15,10072,8561.2
ORD0312,2025-02-05,Gwalior,Furniture,Office Chair,4,5483,0.0,21932,21932.0
ORD0313,2025-08-08,Mandsaur,Furniture,Sofa,4,10757,0.1,43028,38725.2
ORD0314,2025-10-28,Ujjain,Home & Kitchen,Cookware Set,2,5975,0.0,11950,11950.0
ORD0315,2025-07-15,Bhopal,Home & Kitchen,Bedsheet,4,5860,0.0,23440,23440.0
ORD0316,2025-07-18,Gwalior,Electronics,Headphones,2,51323,0.1,102646,92381.4
ORD0317,2025-03-23,Gwalior,Furniture,Table,4,14383,0.0,57532,57532.0
ORD0318,2025-06-10,Bhopal,Clothing,Jacket,2,770,0.0,1540,1540.0
ORD0319,2025-06-01,Gwalior,Electronics,Monitor,2,16852,0.0,33704,33704.0
ORD0320,2025-04-08,Mandsaur,Electronics,Smartphone,4,24981,0.0,99924,99924.0
ORD0321,2025-04-22,Indore,Furniture,Table,2,16377,0.05,32754,31116.3
ORD0322,2025-12-10,Mandsaur,Furniture,Table,2,13922,0.15,27844,23667.4
ORD0323,2025-02-01,Gwalior,Home & Kitchen,Bedsheet,2,2154,0.0,4308,4308.0
ORD0324,2025-08-02,Ujjain,Home & Kitchen,Cookware Set,4,6656,0.1,26624,23961.6
ORD0325,2025-03-07,Indore,Home & Kitchen,Cookware Set,3,4167,0.05,12501,11875.95
ORD0326,2025-09-19,Ujjain,Home & Kitchen,Cookware Set,3,1311,0.1,3933,3539.7
ORD0327,2025-09-25,Bhopal,Clothing,T-Shirt,3,4802,0.15,14406,12245.1
ORD0328,2025-03-13,Indore,Home & Kitchen,Water Bottle,4,784,0.0,3136,3136.0
ORD0329,2025-09-20,Jabalpur,Clothing,Jacket,2,4963,0.15,9926,8437.1
ORD0330,2025-08-08,Indore,Electronics,Headphones,3,15437,0.0,46311,46311.0
ORD0331,2025-09-03,Jabalpur,Clothing,Shoes,5,4090,0.15,20450,17382.5
ORD0332,2025-01-21,Mandsaur,Home & Kitchen,Mixer,4,2210,0.0,8840,8840.0
ORD0333,2025-09-04,Jabalpur,Electronics,Smartphone,4,35191,0.1,140764,126687.6
ORD0334,2025-05-13,Jabalpur,Electronics,Laptop,3,44860,0.05,134580,127851.0
ORD0335,2025-07-30,Ujjain,Electronics,Monitor,5,50916,0.05,254580,241851.0
ORD0336,2025-08-04,Bhopal,Home & Kitchen,Mixer,3,2804,0.0,8412,8412.0
ORD0337,2025-09-05,Bhopal,Furniture,Bookshelf,4,10377,0.15,41508,35281.8
ORD0338,2025-12-04,Bhopal,Furniture,Office Chair,5,11985,0.1,59925,53932.5
ORD0339,2025-12-13,Jabalpur,Clothing,T-Shirt,1,2074,0.1,2074,1866.6
ORD0340,2025-06-05,Mandsaur,Electronics,Monitor,5,23933,0.15,119665,101715.25
ORD0341,2025-07-10,Jabalpur,Electronics,Monitor,4,56796,0.15,227184,193106.4
ORD0342,2025-10-29,Ujjain,Home & Kitchen,Cookware Set,1,4000,0.0,4000,4000.0
ORD0343,2025-11-29,Bhopal,Furniture,Sofa,4,22230,0.15,88920,75582.0
ORD0344,2025-02-15,Mandsaur,Clothing,T-Shirt,3,1866,0.05,5598,5318.1
ORD0345,2025-11-30,Jabalpur,Furniture,Sofa,5,16237,0.05,81185,77125.75
ORD0346,2025-08-03,Mandsaur,Home & Kitchen,Mixer,1,4549,0.05,4549,4321.55
ORD0347,2025-07-20,Ujjain,Home & Kitchen,Mixer,3,1749,0.1,5247,4722.3
ORD0348,2025-04-30,Mandsaur,Home & Kitchen,Mixer,1,5182,0.1,5182,4663.8
ORD0349,2025-06-10,Ujjain,Electronics,Laptop,4,33155,0.15,132620,112727.0
ORD0350,2025-02-10,Ujjain,Electronics,Smartphone,3,30992,0.05,92976,88327.2
ORD0351,2025-09-12,Gwalior,Clothing,Shoes,4,4408,0.1,17632,15868.8
ORD0352,2025-09-12,Gwalior,Furniture,Office Chair,4,1978,0.0,7912,7912.0
ORD0353,2025-11-20,Jabalpur,Electronics,Monitor,4,46400,0.0,185600,185600.0
ORD0354,2025-03-17,Mandsaur,Electronics,Smartphone,1,47587,0.05,47587,45207.65
ORD0355,2025-11-03,Mandsaur,Clothing,Jacket,1,805,0.0,805,805.0
ORD0356,2025-09-17,Mandsaur,Home & Kitchen,Mixer,5,2695,0.15,13475,11453.75
ORD0357,2025-12-13,Indore,Home & Kitchen,Mixer,3,2307,0.05,6921,6574.95
ORD0358,2025-05-16,Jabalpur,Electronics,Monitor,1,29869,0.1,29869,26882.1
ORD0359,2025-05-22,Jabalpur,Home & Kitchen,Cookware Set,1,3100,0.1,3100,2790.0
ORD0360,2025-07-09,Jabalpur,Home & Kitchen,Mixer,4,1625,0.0,6500,6500.0
ORD0361,2025-11-14,Bhopal,Home & Kitchen,Water Bottle,1,2268,0.15,2268,1927.8
ORD0362,2025-02-28,Indore,Clothing,Jeans,1,1255,0.1,1255,1129.5
ORD0363,2025-02-14,Indore,Clothing,T-Shirt,3,1756,0.05,5268,5004.6
ORD0364,2025-04-19,Ujjain,Home & Kitchen,Water Bottle,3,3304,0.0,9912,9912.0
ORD0365,2025-12-13,Mandsaur,Electronics,Monitor,1,56898,0.0,56898,56898.0
ORD0366,2025-12-04,Bhopal,Clothing,Jeans,5,4160,0.15,20800,17680.0
ORD0367,2025-03-25,Indore,Furniture,Sofa,1,18177,0.15,18177,15450.45
ORD0368,2025-10-12,Indore,Electronics,Monitor,2,25806,0.1,51612,46450.8
ORD0369,2025-07-20,Indore,Furniture,Table,3,10301,0.05,30903,29357.85
ORD0370,2025-12-16,Bhopal,Clothing,Shoes,3,2028,0.1,6084,5475.6
ORD0371,2025-12-23,Gwalior,Electronics,Laptop,4,53118,0.05,212472,201848.4
ORD0372,2025-04-17,Bhopal,Furniture,Office Chair,1,19015,0.05,19015,18064.25
ORD0373,2025-01-30,Ujjain,Home & Kitchen,Bedsheet,5,2321,0.05,11605,11024.75
ORD0374,2025-01-23,Jabalpur,Home & Kitchen,Cookware Set,3,5460,0.1,16380,14742.0
ORD0375,2025-06-16,Bhopal,Home & Kitchen,Water Bottle,2,5799,0.0,11598,11598.0
ORD0376,2025-02-16,Ujjain,Home & Kitchen,Water Bottle,5,5228,0.0,26140,26140.0
ORD0377,2025-05-06,Jabalpur,Clothing,T-Shirt,2,2411,0.1,4822,4339.8
ORD0378,2025-07-23,Mandsaur,Electronics,Laptop,5,15203,0.15,76015,64612.75
ORD0379,2025-03-08,Jabalpur,Electronics,Headphones,4,7244,0.15,28976,24629.6
ORD0380,2025-08-22,Jabalpur,Electronics,Monitor,2,43638,0.1,87276,78548.4
ORD0381,2025-05-02,Gwalior,Furniture,Table,3,18494,0.05,55482,52707.9
ORD0382,2025-10-12,Gwalior,Electronics,Smartphone,4,9536,0.0,38144,38144.0
ORD0383,2025-06-14,Indore,Clothing,Jacket,4,1701,0.0,6804,6804.0
ORD0384,2025-02-11,Bhopal,Electronics,Laptop,2,10056,0.1,20112,18100.8
ORD0385,2025-01-21,Ujjain,Home & Kitchen,Mixer,3,682,0.15,2046,1739.1
ORD0386,2025-05-05,Jabalpur,Clothing,Jacket,4,2027,0.15,8108,6891.8
ORD0387,2025-04-14,Mandsaur,Electronics,Headphones,2,28262,0.05,56524,53697.8
ORD0388,2025-01-05,Indore,Electronics,Monitor,2,20718,0.15,41436,35220.6
ORD0389,2025-09-24,Mandsaur,Electronics,Monitor,3,11738,0.05,35214,33453.3
ORD0390,2025-07-03,Ujjain,Electronics,Headphones,4,11985,0.0,47940,47940.0
ORD0391,2025-10-31,Ujjain,Electronics,Smartphone,2,50151,0.05,100302,95286.9
ORD0392,2025-08-04,Jabalpur,Home & Kitchen,Water Bottle,2,3788,0.05,7576,7197.2
ORD0393,2025-08-07,Bhopal,Clothing,Shoes,1,3936,0.0,3936,3936.0
ORD0394,2025-11-25,Ujjain,Home & Kitchen,Bedsheet,4,3419,0.1,13676,12308.4
ORD0395,2025-07-08,Bhopal,Electronics,Laptop,1,16572,0.1,16572,14914.8
ORD0396,2025-10-25,Mandsaur,Home & Kitchen,Cookware Set,5,3937,0.05,19685,18700.75
ORD0397,2025-02-26,Mandsaur,Electronics,Monitor,4,40605,0.05,162420,154299.0
ORD0398,2025-11-23,Mandsaur,Clothing,Jacket,3,3241,0.15,9723,8264.55
ORD0399,2025-02-06,Gwalior,Clothing,Jacket,1,1972,0.1,1972,1774.8
ORD0400,2025-06-13,Jabalpur,Home & Kitchen,Water Bottle,5,3498,0.0,17490,17490.0
ORD0401,2025-03-16,Jabalpur,Furniture,Bookshelf,1,22621,0.05,22621,21489.95
ORD0402,2025-05-03,Mandsaur,Home & Kitchen,Bedsheet,4,3944,0.1,15776,14198.4
ORD0403,2025-07-03,Ujjain,Home & Kitchen,Cookware Set,1,1797,0.0,1797,1797.0
ORD0404,2025-02-24,Jabalpur,Furniture,Bookshelf,3,18822,0.05,56466,53642.7
ORD0405,2025-02-22,Jabalpur,Furniture,Office Chair,5,3568,0.0,17840,17840.0
ORD0406,2025-06-09,Bhopal,Electronics,Laptop,1,18066,0.15,18066,15356.1
ORD0407,2025-01-22,Mandsaur,Furniture,Table,4,10403,0.1,41612,37450.8
ORD0408,2025-10-17,Bhopal,Clothing,Shoes,5,1435,0.1,7175,6457.5
ORD0409,2025-10-01,Mandsaur,Home & Kitchen,Cookware Set,3,2184,0.05,6552,6224.4
ORD0410,2025-11-16,Gwalior,Furniture,Office Chair,2,23640,0.15,47280,40188.0
ORD0411,2025-04-10,Bhopal,Home & Kitchen,Bedsheet,1,6342,0.05,6342,6024.9
ORD0412,2025-06-28,Gwalior,Clothing,Jacket,5,597,0.15,2985,2537.25
ORD0413,2025-06-24,Gwalior,Electronics,Smartphone,2,36216,0.15,72432,61567.2
ORD0414,2025-10-08,Mandsaur,Electronics,Headphones,5,31296,0.15,156480,133008.0
ORD0415,2025-04-11,Mandsaur,Electronics,Laptop,4,41390,0.0,165560,165560.0
ORD0416,2025-05-26,Mandsaur,Home & Kitchen,Bedsheet,4,3674,0.15,14696,12491.6
ORD0417,2025-08-17,Gwalior,Clothing,Shoes,1,4472,0.05,4472,4248.4
ORD0418,2025-04-10,Gwalior,Home & Kitchen,Bedsheet,2,5878,0.05,11756,11168.2
ORD0419,2025-10-19,Bhopal,Clothing,T-Shirt,5,2151,0.1,10755,9679.5
ORD0420,2025-03-06,Ujjain,Clothing,Shoes,4,939,0.05,3756,3568.2
ORD0421,2025-05-18,Gwalior,Electronics,Monitor,3,16062,0.05,48186,45776.7
ORD0422,2025-12-03,Ujjain,Home & Kitchen,Bedsheet,5,2115,0.05,10575,10046.25
ORD0423,2025-09-25,Mandsaur,Furniture,Table,3,9778,0.0,29334,29334.0
ORD0424,2025-12-06,Ujjain,Home & Kitchen,Water Bottle,5,2577,0.0,12885,12885.0
ORD0425,2025-06-30,Bhopal,Home & Kitchen,Bedsheet,1,6391,0.1,6391,5751.9
ORD0426,2025-06-02,Indore,Clothing,Jacket,1,3862,0.15,3862,3282.7
ORD0427,2025-05-15,Ujjain,Clothing,Jeans,4,1119,0.0,4476,4476.0
ORD0428,2025-02-14,Mandsaur,Clothing,Jacket,1,4720,0.0,4720,4720.0
ORD0429,2025-07-24,Ujjain,Clothing,Shoes,3,2604,0.05,7812,7421.4
ORD0430,2025-11-08,Ujjain,Clothing,Shoes,2,792,0.0,1584,1584.0
ORD0431,2025-07-18,Bhopal,Furniture,Bookshelf,4,17816,0.05,71264,67700.8
ORD0432,2025-12-26,Ujjain,Electronics,Smartphone,1,47973,0.15,47973,40777.05
ORD0433,2025-07-07,Indore,Clothing,Jacket,4,1472,0.15,5888,5004.8
ORD0434,2025-01-05,Ujjain,Clothing,Jacket,1,3241,0.05,3241,3078.95
ORD0435,2025-08-14,Gwalior,Home & Kitchen,Mixer,3,3293,0.05,9879,9385.05
ORD0436,2025-03-19,Bhopal,Furniture,Office Chair,5,13037,0.05,65185,61925.75
ORD0437,2025-08-23,Ujjain,Furniture,Office Chair,3,6837,0.15,20511,17434.35
ORD0438,2025-03-11,Indore,Electronics,Laptop,3,28456,0.15,85368,72562.8
ORD0439,2025-12-23,Indore,Home & Kitchen,Water Bottle,3,5751,0.1,17253,15527.7
ORD0440,2025-05-05,Bhopal,Furniture,Bookshelf,2,1819,0.1,3638,3274.2
ORD0441,2025-05-21,Bhopal,Electronics,Headphones,3,26320,0.15,78960,67116.0
ORD0442,2025-08-30,Mandsaur,Home & Kitchen,Cookware Set,4,3967,0.15,15868,13487.8
ORD0443,2025-06-05,Bhopal,Electronics,Smartphone,4,13924,0.15,55696,47341.6
ORD0444,2025-04-01,Mandsaur,Clothing,Jacket,5,2769,0.15,13845,11768.25
ORD0445,2025-01-10,Ujjain,Electronics,Headphones,1,38712,0.0,38712,38712.0
ORD0446,2025-11-23,Indore,Electronics,Smartphone,3,57341,0.0,172023,172023.0
ORD0447,2025-12-12,Mandsaur,Clothing,Shoes,4,4096,0.1,16384,14745.6
ORD0448,2025-03-23,Ujjain,Electronics,Smartphone,5,42575,0.1,212875,191587.5
ORD0449,2025-07-22,Indore,Electronics,Smartphone,1,16917,0.1,16917,15225.3
ORD0450,2025-08-09,Ujjain,Electronics,Laptop,2,27292,0.0,54584,54584.0
ORD0451,2025-10-09,Jabalpur,Electronics,Monitor,3,4371,0.15,13113,11146.05
ORD0452,2025-10-06,Bhopal,Clothing,T-Shirt,4,4900,0.15,19600,16660.0
ORD0453,2025-05-27,Mandsaur,Home & Kitchen,Bedsheet,2,6996,0.15,13992,11893.2
ORD0454,2025-07-14,Jabalpur,Home & Kitchen,Cookware Set,1,2768,0.0,2768,2768.0
ORD0455,2025-01-04,Jabalpur,Home & Kitchen,Bedsheet,5,2883,0.05,14415,13694.25
ORD0456,2025-12-17,Mandsaur,Furniture,Office Chair,1,4452,0.0,4452,4452.0
ORD0457,2025-11-09,Bhopal,Electronics,Smartphone,1,51476,0.0,51476,51476.0
ORD0458,2025-10-30,Ujjain,Home & Kitchen,Bedsheet,5,6110,0.05,30550,29022.5
ORD0459,2025-12-09,Bhopal,Home & Kitchen,Water Bottle,3,3540,0.0,10620,10620.0
ORD0460,2025-08-16,Mandsaur,Furniture,Table,5,17789,0.1,88945,80050.5
ORD0461,2025-10-14,Bhopal,Electronics,Smartphone,5,19875,0.1,99375,89437.5
ORD0462,2025-01-10,Mandsaur,Furniture,Sofa,3,13741,0.1,41223,37100.7
ORD0463,2025-12-23,Mandsaur,Electronics,Laptop,4,23563,0.0,94252,94252.0
ORD0464,2025-03-29,Bhopal,Electronics,Laptop,1,4110,0.1,4110,3699.0
ORD0465,2025-06-16,Gwalior,Home & Kitchen,Bedsheet,3,706,0.05,2118,2012.1
ORD0466,2025-05-21,Mandsaur,Furniture,Office Chair,1,14250,0.0,14250,14250.0
ORD0467,2025-06-24,Gwalior,Furniture,Sofa,4,2738,0.15,10952,9309.2
ORD0468,2025-02-01,Ujjain,Clothing,Shoes,1,1897,0.15,1897,1612.45
ORD0469,2025-11-10,Indore,Furniture,Office Chair,3,3107,0.05,9321,8854.95
ORD0470,2025-06-17,Jabalpur,Furniture,Table,5,15411,0.1,77055,69349.5
ORD0471,2025-08-28,Mandsaur,Electronics,Laptop,5,40694,0.0,203470,203470.0
ORD0472,2025-05-31,Bhopal,Clothing,Jacket,4,1881,0.1,7524,6771.6
ORD0473,2025-04-24,Jabalpur,Home & Kitchen,Cookware Set,3,3577,0.15,10731,9121.35
ORD0474,2025-02-22,Jabalpur,Clothing,Jeans,4,512,0.05,2048,1945.6
ORD0475,2025-11-30,Gwalior,Electronics,Headphones,4,2924,0.0,11696,11696.0
ORD0476,2025-08-02,Gwalior,Furniture,Sofa,3,17633,0.1,52899,47609.1
ORD0477,2025-08-03,Mandsaur,Clothing,Jeans,4,4165,0.1,16660,14994.0
ORD0478,2025-08-06,Mandsaur,Clothing,Jacket,5,3161,0.0,15805,15805.0
ORD0479,2025-03-23,Bhopal,Electronics,Smartphone,1,12061,0.0,12061,12061.0
ORD0480,2025-09-23,Bhopal,Home & Kitchen,Mixer,1,3954,0.1,3954,3558.6
ORD0481,2025-10-22,Jabalpur,Electronics,Headphones,2,7255,0.1,14510,13059.0
ORD0482,2025-11-18,Mandsaur,Electronics,Headphones,4,17846,0.15,71384,60676.4
ORD0483,2025-12-18,Mandsaur,Electronics,Smartphone,3,36010,0.0,108030,108030.0
ORD0484,2025-03-06,Jabalpur,Electronics,Headphones,4,55830,0.15,223320,189822.0
ORD0485,2025-09-05,Mandsaur,Furniture,Office Chair,2,16874,0.0,33748,33748.0
ORD0486,2025-01-07,Indore,Home & Kitchen,Cookware Set,1,4696,0.15,4696,3991.6
ORD0487,2025-02-15,Bhopal,Electronics,Monitor,3,3420,0.0,10260,10260.0
ORD0488,2025-09-01,Jabalpur,Home & Kitchen,Water Bottle,1,2401,0.05,2401,2280.95
ORD0489,2025-09-05,Ujjain,Electronics,Headphones,1,30538,0.1,30538,27484.2
ORD0490,2025-06-17,Indore,Electronics,Headphones,1,27140,0.0,27140,27140.0
ORD0491,2025-03-10,Jabalpur,Electronics,Headphones,4,55818,0.05,223272,212108.4
ORD0492,2025-06-10,Jabalpur,Home & Kitchen,Cookware Set,3,4201,0.05,12603,11972.85
ORD0493,2025-12-24,Indore,Home & Kitchen,Cookware Set,2,6947,0.05,13894,13199.3
ORD0494,2025-03-14,Gwalior,Clothing,Shoes,3,893,0.0,2679,2679.0
ORD0495,2025-07-01,Gwalior,Furniture,Bookshelf,1,6688,0.0,6688,6688.0
ORD0496,2025-08-18,Bhopal,Electronics,Smartphone,3,37085,0.15,111255,94566.75
ORD0497,2025-12-20,Mandsaur,Home & Kitchen,Water Bottle,2,6535,0.05,13070,12416.5
ORD0498,2025-12-29,Mandsaur,Home & Kitchen,Bedsheet,2,434,0.0,868,868.0
ORD0499,2025-08-30,Indore,Home & Kitchen,Water Bottle,4,3374,0.05,13496,12821.2
ORD0500,2025-01-21,Bhopal,Electronics,Smartphone,5,6603,0.15,33015,28062.75
